Updated 11/13/2020,,,,,
,"This information is being made available to facilitate the sharing of the quality, improved data that the Center for Responsive Politics works hard to provide.   Should you find this information useful, please consider supporting the work of the Center with a donation:  http://www.opensecrets.org/donate/   Whether you use this information to provide relevant links to our web site, www.OpenSecrets.org , or to use CRP's APIs, available at www.OpenSecrets.org/resources/create/apis.php , please make sure to credit the Center for Responsive Politics and/or OpenSecrets.org.  And remember, Federal law prohibits the use of contributor information for the purpose of soliciting contributions or for any commercial purpose.",,,,
,,,,,
,,,,,
,,,,,
,CID,CRPName,Party,Office,FECCandID
,N00007665,"Abercrombie, Neil",D,HI01,H6HI01121
,N00009825,"Acevedo-Vila, Anibal",3,PR00,H8PR00054
,N00001143,"Ackerman, Gary",D,NY05,H4NY07011
,N00003028,"Aderholt, Robert B",R,AL04,H6AL04098
,N00007653,"Akaka, Daniel K",D,HIS2,S0HI00084
,N00009677,"Akin, Todd",R,MO02,H0MO02148
,N00009082,"Allard, Wayne",R,COS2,S6CO00168
,N00009957,"Allen, George",R,VAS1,S8VA00214
,N00000469,"Allen, Tom H",D,ME01,H6ME01157
,N00000826,"Andrews, Robert E",D,NJ01,H0NJ01066
,N00005638,"Armey, Dick",R,TX26,H4TX26016
,N00007089,"Baca, Joe",D,CA42,H6CA42099
,N00008091,"Bachus, Spencer",R,AL06,H2AL06035
,N00007936,"Baird, Brian",D,WA03,H6WA03135
,N00005407,"Baker, Richard",R,LA06,H6LA06083
,N00000496,"Baldacci, John",D,ME02,H4ME02093
,N00004367,"Baldwin, Tammy",D,WI02,H8WI00018
,N00002377,"Ballenger, Cass",R,NC10,H6NC10117
,N00004087,"Barcia, Jim",D,MI05,H2MI05051
,N00004517,"Barkley, Dean M",3,MNS1,S4MN00262
,N00002526,"Barr, Bob",R,GA07,H4GA07259
,N00009160,"Barrett, Tom",D,WI05,H2WI05150
,N00002017,"Bartlett, Roscoe G",R,MD06,H2MD06054
,N00005656,"Barton, Joe",R,TX06,H4TX06117
,N00000423,"Bass, Charles",R,NH02,H0NH02017
,N00004643,"Baucus, Max",D,MTS2,S8MT00010
,N00003762,"Bayh, Evan",D,INS2,S8IN00049
,N00009774,"Becerra, Xavier",D,CA30,H2CA30143
,N00006347,"Bennett, Robert F",R,UTS2,S2UT00104
,N00005805,"Bentsen, Ken",D,TX25,S2TX00122
,N00005331,"Bereuter, Doug",R,NE01,H8NE01016
,N00009818,"Berkley, Shelley",D,NV01,H8NV01071
,N00008094,"Berman, Howard L",D,CA26,H2CA26026
,N00005455,"Berry, Marion",D,AR01,H6AR01072
,N00001669,"Biden, Joe",D,DES2,S8DE00012
,N00004762,"Biggert, Judy",R,IL13,H8IL13069
,N00002982,"Bilirakis, Michael",R,FL09,H2FL09012
,N00006518,"Bingaman, Jeff",D,NMS1,S2NM00021
,N00002674,"Bishop, Sanford",D,GA02,H2GA02031
,N00004816,"Blagojevich, Rod",D,IL05,H4IL05031
,N00007727,"Blumenauer, Earl",D,OR03,H6OR03064
,N00005195,"Blunt, Roy",R,MO07,H6MO07128
,N00001267,"Boehlert, Sherwood",R,NY23,H2NY25017
,N00003675,"Boehner, John",R,OH08,H0OH08029
,N00005178,"Bond, Christopher ""Kit""",R,MOS1,S6MO00289
,N00005985,"Bonilla, Henry",R,TX23,H2TX23058
,N00003939,"Bonior, David E",D,MI10,H6MI12017
,N00007068,"Bono Mack, Mary",R,CA44,H8CA44034
,N00013873,"Boozman, John",R,AR03,H2AR03176
,N00001572,"Borski, Bob",D,PA03,H2PA04010
,N00004208,"Boswell, Leonard",D,IA03,H6IA03144
,N00002171,"Boucher, Rick",D,VA09,H2VA09010
,N00006692,"Boxer, Barbara",D,CAS1,S2CA00286
,N00002743,"Boyd, Allen",D,FL02,H6FL00046
,N00005883,"Brady, Kevin",R,TX08,H6TX08100
,N00001619,"Brady, Robert A",D,PA01,H8PA01153
,N00005385,"Breaux, John",D,LAS2,S6LA00037
,N00002713,"Brown, Corrine",D,FL03,H2FL03056
,N00002428,"Brown, Henry",R,SC01,H0SC01071
,N00003535,"Brown, Sherrod",D,OH13,H2OH13033
,N00005244,"Brownback, Sam",R,KSS2,S6KS00122
,N00003258,"Bryant, Ed",R,TN07,S2TN00041
,N00003437,"Bunning, Jim",R,KYS2,S8KY00118
,N00004638,"Burns, Conrad",R,MTS1,S8MT00119
,N00002221,"Burr, Richard",R,NC05,H2NC05074
,N00000010,"Burton, Dan",R,IN06,H2IN06023
,N00003924,"Buyer, Steve",R,IN05,H2IN05025
,N00002200,"Byrd, Robert C",D,WVS1,S6WV00014
,N00003091,"Callahan, Sonny",R,AL01,H4AL01032
,N00007099,"Calvert, Ken",R,CA43,H2CA37023
,N00008086,"Camp, Dave",R,MI04,H0MI10071
,N00006202,"Campbell, Ben Nighthorse",R,COS1,S0CO00120
,N00006349,"Cannon, Chris",R,UT03,H6UT03042
,N00013131,"Cantor, Eric",R,VA07,H0VA07042
,N00007836,"Cantwell, Maria",D,WAS1,S8WA00194
,N00009771,"Capito, Shelley Moore",R,WV02,H0WV02138
,N00007232,"Capps, Lois",D,CA22,H8CA22089
,N00000267,"Capuano, Michael E",D,MA08,H8MA08071
,N00001955,"Cardin, Ben",D,MD03,H6MD03177
,N00013739,"Carnahan, Jean",D,MOS2,S0MO00159
,N00012508,"Carper, Tom",D,DES1,S8DE00079
,N00009704,"Carson, Brad R",D,OK02,H0OK02053
,N00003758,"Carson, Julia",D,IN10,H6IN10141
,N00009775,"Castle, Michael N",R,DE01,H2DE00072
,N00003689,"Chabot, Steve",R,OH01,H8OH01043
,N00009954,"Chafee, Lincoln",R,RIS1,S8RI00102
,N00002685,"Chambliss, Saxby",R,GA08,S2GA00118
,N00000133,"Christian-Christensen, Donna",D,VI00,H4VI00054
,N00012460,"Clay, William L Jr",D,MO01,H0MO01066
,N00002302,"Clayton, Eva M",D,NC01,H2NC01065
,N00001751,"Cleland, Max",D,GAS1,S6GA00127
,N00009779,"Clement, Bob",D,TN05,S2TN00066
,N00000019,"Clinton, Hillary",D,NYS1,S0NY00188
,N00002408,"Clyburn, James E",D,SC06,H2SC02042
,N00002247,"Coble, Howard",R,NC06,H4NC06011
,N00003328,"Cochran, Thad",R,MSS1,S8MS00055
,N00002556,"Collins, Mac",R,GA03,H2GA03070
,N00000491,"Collins, Susan M",R,MES2,S6ME00159
,N00006055,"Combest, Larry",R,TX19,H4TX19011
,N00007502,"Condit, Gary A",D,CA18,H0CA15031
,N00004613,"Conrad, Kent",D,NDS2,S6ND00058
,N00004029,"Conyers, John Jr",D,MI14,H6MI01028
,N00005422,"Cooksey, John",R,LA05,S2LA00044
,N00024852,"Cornyn, John",R,TXS1,S2TX00106
,N00009945,"Corzine, Jon S",D,NJS1,S8NJ00327
,N00004956,"Costello, Jerry F",D,IL12,H8IL21021
,N00007124,"Cox, Christopher",R,CA47,H8CA40057
,N00001371,"Coyne, William J",D,PA14,H0PA14039
,N00002091,"Craig, Larry",R,IDS1,S0ID00057
,N00003042,"Cramer, Bud",D,AL05,H0AL05049
,N00004698,"Crane, Phil",R,IL08,H6IL12016
,N00006267,"Crapo, Mike",R,IDS2,S8ID00027
,N00012739,"Crenshaw, Ander ",R,FL04,H0FL04066
,N00001127,"Crowley, Joseph",D,NY07,H8NY07046
,N00006242,"Cubin, Barbara",R,WY01,H4WY00055
,N00009738,"Culberson, John",R,TX07,H0TX07055
,N00001971,"Cummings, Elijah E",D,MD07,H6MD07160
,N00007050,"Cunningham, Randy (Duke)",R,CA51,H0CA45012
,N00004583,"Daschle, Tom",D,SDS1,S6SD00028
,N00004884,"Davis, Danny K",D,IL07,H4IL07037
,N00002926,"Davis, Jim",D,FL11,H6FL00087
,N00013078,"Davis, Jo Ann",R,VA01,H0VA01052
,N00009604,"Davis, Susan",D,CA49,H0CA49055
,N00002045,"Davis, Tom",R,VA11,H4VA11020
,N00013291,"Dayton, Mark",D,MNS2,S2MN00027
,N00002610,"Deal, Nathan",R,GA09,H2GA09036
,N00007781,"DeFazio, Peter",D,OR04,H6OR04047
,N00006134,"DeGette, Diana",D,CO01,H6CO01141
,N00000280,"Delahunt, Bill",D,MA10,H2MA11060
,N00000615,"DeLauro, Rosa L",D,CT03,H0CT03072
,N00005892,"DeLay, Tom",R,TX22,H4TX22023
,N00002472,"DeMint, Jim",R,SC04,H8SC04060
,N00002839,"Deutsch, Peter",D,FL20,H2FL16041
,N00003709,"DeWine, Mike",R,OHS1,S2OH00113
,N00002872,"Diaz-Balart, Lincoln",R,FL21,H2FL19037
,N00007918,"Dicks, Norm",D,WA06,H6WA06021
,N00001783,"Dingell, John D",D,MI16,H6MI16034
,N00006682,"Dixon, Julian C",D,CA32,H8CA28029
,N00000581,"Dodd, Chris",D,CTS2,S0CT00037
,N00006023,"Doggett, Lloyd",D,TX10,H4TX10028
,N00006515,"Domenici, Pete V",R,NMS2,S8NM00010
,N00007251,"Dooley, Cal",D,CA20,H0CA17045
,N00007556,"Doolittle, John T",R,CA04,H0CA14042
,N00004615,"Dorgan, Byron L",D,NDS1,S2ND00040
,N00001373,"Doyle, Mike",D,PA18,H4PA18131
,N00006932,"Dreier, David",R,CA28,H8CA35032
,N00003209,"Duncan, John J Jr",R,TN02,H8TN02069
,N00007823,"Dunn, Jennifer",R,WA08,H2WA08075
,N00004981,"Durbin, Dick",D,ILS1,S6IL00151
,N00005794,"Edwards, Chet",D,TX11,H8TX06035
,N00002283,"Edwards, John",D,NCS2,S8NC00122
,N00004166,"Ehlers, Vernon J",R,MI03,H4MI03045
,N00001925,"Ehrlich, Bob",R,MD02,H4MD02059
,N00005090,"Emerson, Jo Ann",R,MO08,H6MO08084
,N00001003,"Engel, Eliot",D,NY17,H8NY19058
,N00001427,"English, Phil",R,PA21,H4PA21051
,N00006619,"Ensign, John",R,NVS1,S8NV00073
,N00006249,"Enzi, Mike",R,WYS2,S6WY00126
,N00007335,"Eshoo, Anna",D,CA14,H8CA12098
,N00002269,"Etheridge, Bob",D,NC02,H6NC02080
,N00004912,"Evans, Lane",D,IL17,H2IL19010
,N00003083,"Everett, Terry",R,AL02,H2AL02067
,N00007632,"Faleomavaega, Eni F H",D,AS00,H0AS00018
,N00007312,"Farr, Sam",D,CA17,H4CA17021
,N00001746,"Fattah, Chaka",D,PA02,H2PA02055
,N00000036,"Feingold, Russ",D,WIS2,S8WI00026
,N00007364,"Feinstein, Dianne",D,CAS2,S0CA00199
,N00000766,"Ferguson, Mike",R,NJ07,H8NJ06118
,N00007033,"Filner, Bob",D,CA50,H2CA50034
,N00004690,"Fitzgerald, Peter G",R,ILS2,S8IL00082
,N00009573,"Flake, Jeff",R,AZ01,H0AZ01184
,N00003430,"Fletcher, Ernie",R,KY06,H6KY06085
,N00002898,"Foley, Mark",R,FL16,H4FL16021
,N00013799,"Forbes, Randy",R,VA04,H2VA04052
,N00003218,"Ford, Harold E Jr",D,TN09,H6TN09043
,N00000983,"Fossella, Vito",R,NY13,H8NY13028
,N00000275,"Frank, Barney",D,MA04,H0MA04036
,N00000684,"Frelinghuysen, Rodney",R,NJ11,H2NJ05014
,N00003147,"Frist, Bill",R,TNS1,S4TN00153
,N00005677,"Frost, Martin",D,TX24,H6TX24057
,N00007231,"Gallegly, Elton",R,CA23,H6CA21028
,N00004221,"Ganske, Greg",R,IA04,S0IA00077
,N00001447,"Gekas, George W",R,PA17,H2PA17012
,N00005037,"Gephardt, Richard A",D,MO03,H6MO03119
,N00006652,"Gibbons, Jim",R,NV02,H6NV02032
,N00002012,"Gilchrest, Wayne T",R,MD01,H8MD01037
,N00003660,"Gillmor, Paul E",R,OH05,H8OH05044
,N00001049,"Gilman, Benjamin A",R,NY20,H6NY26016
,N00005960,"Gonzalez, Charlie A",D,TX20,H8TX20077
,N00002167,"Goode, Virgil",R,VA05,H6VA05068
,N00009154,"Goodlatte, Bob",R,VA06,H2VA06115
,N00003126,"Gordon, Bart",D,TN06,H4TN04015
,N00002960,"Goss, Porter",R,FL14,H8FL13037
,N00002742,"Graham, Bob",D,FLS2,S6FL00020
,N00009975,"Graham, Lindsey",R,SC03,S0SC00149
,N00005709,"Gramm, Phil",R,TXS1,S6TX00040
,N00008799,"Granger, Kay",R,TX12,H6TX12060
,N00001758,"Grassley, Chuck",R,IAS1,S0IA00028
,N00013323,"Graves, Sam",R,MO06,H0MO06073
,N00005870,"Green, Gene",D,TX29,H2TX29030
,N00004391,"Green, Mark",R,WI08,H8WI00026
,N00001519,"Greenwood, James C",R,PA08,H2PA08037
,N00000444,"Gregg, Judd",R,NHS1,S2NH00025
,N00012774,"Grucci, Felix J Jr",R,NY01,H0NY01095
,N00004874,"Gutierrez, Luis V",D,IL04,H2IL08039
,N00004527,"Gutknecht, Gil",R,MN01,H4MN01070
,N00005301,"Hagel, Chuck",R,NES2,S6NE00087
,N00005645,"Hall, Ralph",D,TX04,H0TX04037
,N00003716,"Hall, Tony P",D,OH03,H8OH03015
,N00006312,"Hansen, James V",R,UT01,H0UT01015
,N00004207,"Harkin, Tom",D,IAS2,S4IA00020
,N00006750,"Harman, Jane",D,CA36,H2CA27107
,N00009715,"Hart, Melissa",R,PA04,H0PA04154
,N00004781,"Hastert, Dennis",R,IL14,H6IL14095
,N00002884,"Hastings, Alcee L",D,FL23,H2FL23021
,N00009157,"Hastings, Doc",R,WA04,H2WA04041
,N00009869,"Hatch, Orrin G",R,UTS1,S6UT00063
,N00002315,"Hayes, Robin",R,NC08,H8NC08042
,N00006455,"Hayworth, J D",R,AZ06,H4AZ06052
,N00000048,"Hefley, Joel",R,CO05,H6CO05076
,N00002287,"Helms, Jesse",R,NCS1,S8NC00015
,N00007584,"Herger, Wally",R,CA02,H6CA02010
,N00003875,"Hill, Baron",D,IN09,H8IN09032
,N00003166,"Hilleary, Van",R,TN04,H4TN04072
,N00003008,"Hilliard, Earl F",D,AL07,H2AL07041
,N00001222,"Hinchey, Maurice",D,NY26,H2NY26080
,N00006008,"Hinojosa, Ruben",D,TX15,H6TX15055
,N00003725,"Hobson, Dave",R,OH07,H0OH07021
,N00001529,"Hoeffel, Joseph M",D,PA13,H4PA13017
,N00004155,"Hoekstra, Peter",R,MI02,H2MI02066
,N00001469,"Holden, Tim",D,PA06,H2PA06080
,N00002423,"Hollings, Fritz",D,SCS1,S4SC00018
,N00000860,"Holt, Rush",D,NJ12,H6NJ12144
,N00012611,"Honda, Mike",D,CA15,H0CA15148
,N00007700,"Hooley, Darlene",D,OR05,H6OR05069
,N00006821,"Horn, Steve",R,CA38,H8CA42046
,N00003897,"Hostettler, John",R,IN08,H4IN08108
,N00001329,"Houghton, Amo",R,NY31,H6NY34069
,N00001821,"Hoyer, Steny H",D,MD05,H2MD05155
,N00008032,"Hulshof, Kenny",R,MO09,H4MO09046
,N00006983,"Hunter, Duncan",R,CA52,H2CA42023
,N00008190,"Hutchinson, Asa",R,AR03,H6AR03011
,N00005499,"Hutchinson, Tim",R,ARS1,S6AR00124
,N00005675,"Hutchison, Kay Bailey",R,TXS2,S4TX00086
,N00004702,"Hyde, Henry J",R,IL06,H6IL06026
,N00005582,"Inhofe, James M",R,OKS2,S4OK00083
,N00001762,"Inouye, Daniel K",D,HIS1,S4HI00011
,N00001725,"Inslee, Jay",D,WA01,H2WA04090
,N00002593,"Isakson, Johnny",R,GA06,H8GA06146
,N00013345,"Israel, Steve",D,NY02,H0NY02085
,N00007017,"Issa, Darrell",R,CA48,H0CA48024
,N00005551,"Istook, Ernest J",R,OK05,H2OK05045
,N00005818,"Jackson Lee, Sheila",D,TX18,H4TX18054
,N00012457,"Jackson, Jesse Jr",D,IL02,H6IL02124
,N00005353,"Jefferson, William J",D,LA02,H0LA02119
,N00000534,"Jeffords, James M",I,VTS1,S8VT00018
,N00003202,"Jenkins, Bill",R,TN01,H6TN01180
,N00008038,"John, Chris",D,LA07,H6LA07131
,N00008122,"Johnson, Eddie Bernice",D,TX30,H2TX00015
,N00000561,"Johnson, Nancy L",R,CT06,H2CT06014
,N00008028,"Johnson, Sam",R,TX03,H2TX03118
,N00010084,"Johnson, Tim",D,SDS2,S6SD00051
,N00012890,"Johnson, Timothy",R,IL15,H0IL15053
,N00003561,"Jones, Stephanie Tubbs",D,OH11,H8OH11067
,N00002299,"Jones, Walter B Jr",R,NC03,H2NC01081
,N00001509,"Kanjorski, Paul E",D,PA11,H0PA11050
,N00003522,"Kaptur, Marcy",D,OH09,H2OH09031
,N00009614,"Keller, Ric",R,FL08,H0FL08042
,N00001020,"Kelly, Sue",R,NY19,H4NY19073
,N00000308,"Kennedy, Edward M",D,MAS1,S6MA00015
,N00009670,"Kennedy, Mark",R,MN02,H0MN02035
,N00000360,"Kennedy, Patrick J",D,RI01,H4RI01034
